CODLOCAL,DESCRLOCAL,CODLOCALPAI,AD_DESCRBASE,UTILIZAWMS,CAPACIDADEPRODUCAO,PARTNER_CODPARC,PARTNER_NOMEPARC,PARTNER_RAZAOSOCIAL,PARTNER_CGC_CPF,PARTNER_TELEFONE,PARTNER_EMAIL,CODPROD,DESCRPROD,UNIDADE,MARCA,NCM,TOTAL_ESTOQUE,LAST_PURCHASE_UNIT,LAST_PURCHASE_DATE,LAST_PURCHASE_NUNOTA,LAST_PURCHASE_CODEMP
101010,I5-1,101000,I5-1,N,0,0,<SEM PARCEIRO>,,,,,3706,PALHETA LIMPADOR PARA BRISA VETOR,MM,VETOR,85129000,11,21.97,2026-01-02T00:00:00.000Z,274542,1
