CODLOCAL | CODPROD | DESCRLOCAL         | DESCRPROD                                | LOCAL_DEPTH | LOCAL_PATH                                       | LOCAL_PATH_CODES     | MARCA      | NCM      | TOTAL_ESTOQUE      | UNIDADE
101001   | 3707    | ALMOX PECAS        | COROTE DE AGUA UNIVERSAL P/ CAMINHAO     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 39233000 | 6                  | MM     
101001   | 10396   | ALMOX PECAS        | CORPO ACOPLAMENTO ZF 1307395192          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ZF         | 87084090 | 1                  | MM     
101001   | 15328   | ALMOX PECAS        | CORREIA ACESSORIOS MOTOR VW 04C260849E   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VOLKSWAGEN | 40103100 | 1                  | MM     
101001   | 3117    | ALMOX PECAS        | CORREIA AVX                              | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103200 | 32                 | MM     
101001   | 13655   | ALMOX PECAS        | CORREIA DENTADA 40802X20XS - 165236      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GATES      | 40103100 | 1                  | MM     
101001   | 13899   | ALMOX PECAS        | CORREIA DENTADA CT453                    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | CONTINENTA | 40103100 | 1                  | MM     
101001   | 4483    | ALMOX PECAS        | CORREIA DENTADA DAYCO 110SP254H          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103100 | 1                  | MM     
101001   | 7108    | ALMOX PECAS        | CORREIA DENTADA GM S10                   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | TAKAO      | 40103100 | 1                  | MM     
101001   | 7865    | ALMOX PECAS        | CORREIA EM V A-40                        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103100 | 5                  | MM     
101001   | 4511    | ALMOX PECAS        | CORREIA PERFIL "V" A-68                  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103100 | 2                  | MM     
101001   | 2517    | ALMOX PECAS        | CORREIA POLY V PK                        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103300 | 41                 | MM     
101001   | 14586   | ALMOX PECAS        | CORREIA V LISA B-84 17X2174              | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103100 | 2                  | MM     
101001   | 14585   | ALMOX PECAS        | CORREIA V LISA B-85                      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103100 | 2                  | MM     
101001   | 7090    | ALMOX PECAS        | CORREIA V LISA ELITE B-73                | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GOODYEAR   | 40103100 | 2                  | MM     
101001   | 12119   | ALMOX PECAS        | CORREIA V TADANO 36320732100             | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | TADANO     | 40103900 | 1                  | MM     
101001   | 12112   | ALMOX PECAS        | CORREIA VENTILADOR TADANO 36361775260    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | TADANO     | 40103100 | 2                  | MM     
101001   | 5192    | ALMOX PECAS        | CORRENTE SOLDADA ELO GALVANIZADA         | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 39173100 | 152                | MM     
101001   | 8755    | ALMOX PECAS        | CORTE E DOBRA DE CHAPA                   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 73089010 | 40                 | MM     
101001   | 3678    | ALMOX PECAS        | CORTE E DOBRA DE CHAPA DIVERSAS          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 73089010 | 611                | MM     
101001   | 15264   | ALMOX PECAS        | COXIM AMORTECEDOR 52095268               | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 2                  | MM     
101001   | 9620    | ALMOX PECAS        | COXIM AMORTECEDOR DIANT STRADA NOVA      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 1                  | MM     
101001   | 12312   | ALMOX PECAS        | COXIM AMORTECEDOR TRAS. INFERIOR MB3002  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MOBENSANI  | 84312011 | 2                  | MM     
101001   | 12307   | ALMOX PECAS        | COXIM AMORTECEDOR TRAS. SUP. MB399       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MOBENSANI  | 84312011 | 2                  | MM     
101001   | 5088    | ALMOX PECAS        | COXIM CABINE INFERIOR SUSPENS 2R2899541A | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VOLKSWAGEN | 87089990 | 4                  | MM     
101001   | 5087    | ALMOX PECAS        | COXIM CABINE SUPERIOR SUSPENS 2R2899542A | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 4                  | MM     
101001   | 15278   | ALMOX PECAS        | COXIM DIANTEIRO MOTOR FURO 16MM          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84312011 | 1                  | MM     
101001   | 12854   | ALMOX PECAS        | COXIM DIANTEIRO MOTOR SUPORTE REI R622   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SUPORTE RE | 40169990 | 2                  | MM     
101001   | 8920    | ALMOX PECAS        | COXIM DO MOTOR MERCEDES G340             | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MERCEDES B | 84821010 | 1                  | MM     
101001   | 5803    | ALMOX PECAS        | COXIM DO MOTOR XCMG AZ9770591001         | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84312011 | 4                  | MM     
101001   | 8300    | ALMOX PECAS        | COXIM ESCAPAMENTO MERCEDES R098          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 1                  | MM     
101001   | 15269   | ALMOX PECAS        | COXIM INF. AMORT. DIANT. A0083230285 MB  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 2                  | MM     
101001   | 8045    | ALMOX PECAS        | COXIM MODULO ELETRONICO VW 961200850024E | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 2                  | MM     
101001   | 12601   | ALMOX PECAS        | COXIM MOTOR DIANT. SUPORTE REI R-1244    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SUPORTE RE | 40169990 | 1                  | MM     
101001   | 8143    | ALMOX PECAS        | COXIM MOTOR DIANTEIRO 2T2199255C         | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169990 | 2                  | MM     
101001   | 12919   | ALMOX PECAS        | COXIM MOTOR L/DIR. VW 5U0199167          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VOLKSWAGEN | 87085099 | 1                  | MM     
101001   | 8141    | ALMOX PECAS        | COXIM MOTOR TRAS 2T2199382L / 2T2199382K | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169990 | 2                  | MM     
101001   | 10163   | ALMOX PECAS        | COXIM MOTOR TRAS. C/PINO R278            | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169990 | 1                  | MM     
101001   | 9980    | ALMOX PECAS        | COXIM OLHAL MOLA DIANTEIRA MERCEDES BENZ | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MERCEDES B | 84312011 | 1                  | MM     
101001   | 12853   | ALMOX PECAS        | COXIM PU CABINE DIANT VW 2R0805244       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VOLKSWAGEN | 40169990 | 2                  | MM     
101001   | 11975   | ALMOX PECAS        | COXIM RESERVATORIO AGUA VOLKS            | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 2                  | MM     
101001   | 13878   | ALMOX PECAS        | COXIM SILENCIOSO ESCAPE HYSTER           | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MOBENSANI  | 84312011 | 2                  | MM     
